2024-02-20 21:43:18,811 INFO    StreamThr :7701 [internal.py:wandb_internal():87] W&B internal server running at pid: 7701, started at: 2024-02-20 21:43:18.811187
2024-02-20 21:43:18,812 DEBUG   HandlerThread:7701 [handler.py:handle_request():144] handle_request: status
2024-02-20 21:43:18,813 INFO    WriterThread:7701 [datastore.py:open_for_write():85] open: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_214318-94mf65iy/run-94mf65iy.wandb
2024-02-20 21:43:18,814 DEBUG   SenderThread:7701 [sender.py:send():334] send: header
2024-02-20 21:43:18,817 DEBUG   SenderThread:7701 [sender.py:send():334] send: run
2024-02-20 21:43:19,174 INFO    SenderThread:7701 [dir_watcher.py:__init__():216] watching files in: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_214318-94mf65iy/files
2024-02-20 21:43:19,175 INFO    SenderThread:7701 [sender.py:_start_run_threads():1065] run started: 94mf65iy with start time 1708490598.810864
2024-02-20 21:43:19,175 DEBUG   HandlerThread:7701 [handler.py:handle_request():144] handle_request: check_version
2024-02-20 21:43:19,175 DEBUG   SenderThread:7701 [sender.py:send_request():361] send_request: summary_record
2024-02-20 21:43:19,175 INFO    SenderThread:7701 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-20 21:43:19,176 DEBUG   SenderThread:7701 [sender.py:send_request():361] send_request: check_version
2024-02-20 21:43:19,318 DEBUG   HandlerThread:7701 [handler.py:handle_request():144] handle_request: run_start
2024-02-20 21:43:19,355 DEBUG   HandlerThread:7701 [system_info.py:__init__():31] System info init
2024-02-20 21:43:19,355 DEBUG   HandlerThread:7701 [system_info.py:__init__():46] System info init done
2024-02-20 21:43:19,355 INFO    HandlerThread:7701 [system_monitor.py:start():151] Starting system monitor
2024-02-20 21:43:19,356 INFO    SystemMonitor:7701 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-02-20 21:43:19,356 INFO    HandlerThread:7701 [system_monitor.py:probe():172] Collecting system info
2024-02-20 21:43:19,357 INFO    SystemMonitor:7701 [interfaces.py:start():168] Started cpu
2024-02-20 21:43:19,358 INFO    SystemMonitor:7701 [interfaces.py:start():168] Started disk
2024-02-20 21:43:19,358 INFO    SystemMonitor:7701 [interfaces.py:start():168] Started gpu
2024-02-20 21:43:19,358 INFO    SystemMonitor:7701 [interfaces.py:start():168] Started memory
2024-02-20 21:43:19,359 INFO    SystemMonitor:7701 [interfaces.py:start():168] Started network
2024-02-20 21:43:19,369 DEBUG   HandlerThread:7701 [system_info.py:probe():195] Probing system
2024-02-20 21:43:19,387 DEBUG   HandlerThread:7701 [system_info.py:_probe_git():180] Probing git
2024-02-20 21:43:19,392 DEBUG   HandlerThread:7701 [system_info.py:_probe_git():188] Probing git done
2024-02-20 21:43:19,393 DEBUG   HandlerThread:7701 [system_info.py:probe():241] Probing system done
2024-02-20 21:43:19,393 DEBUG   HandlerThread:7701 [system_monitor.py:probe():181] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-02-21T04:43:19.369853', 'startedAt': '2024-02-21T04:43:18.806517', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/multirun/2024-02-20/21-43-16/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/lukeduanewilson/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': None, 'root': '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-UQ0NIUF', 'username': 'lwilson', 'executable': '/home/lwilson/miniconda3/envs/mlflow-d6c04384fb9356865b6d231fc3cbd1b1b9b4863e/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3503.995000000001, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 17.651935577392578}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 15.570621490478516}}
2024-02-20 21:43:19,393 INFO    HandlerThread:7701 [system_monitor.py:probe():182] Finished collecting system info
2024-02-20 21:43:19,393 INFO    HandlerThread:7701 [system_monitor.py:probe():185] Publishing system info
2024-02-20 21:43:19,393 DEBUG   HandlerThread:7701 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-02-20 21:43:19,393 DEBUG   HandlerThread:7701 [system_info.py:_save_pip():67] Saving pip packages done
2024-02-20 21:43:19,393 DEBUG   HandlerThread:7701 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-02-20 21:43:20,176 INFO    Thread-13 :7701 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_214318-94mf65iy/files/wandb-summary.json
2024-02-20 21:43:20,176 INFO    Thread-13 :7701 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_214318-94mf65iy/files/conda-environment.yaml
2024-02-20 21:43:20,176 INFO    Thread-13 :7701 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_214318-94mf65iy/files/requirements.txt
