2024-02-21 00:08:56,029 INFO    StreamThr :13191 [internal.py:wandb_internal():87] W&B internal server running at pid: 13191, started at: 2024-02-21 00:08:56.029415
2024-02-21 00:08:56,030 DEBUG   HandlerThread:13191 [handler.py:handle_request():144] handle_request: status
2024-02-21 00:08:56,032 INFO    WriterThread:13191 [datastore.py:open_for_write():85] open: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240221_000856-u7rbt6aj/run-u7rbt6aj.wandb
2024-02-21 00:08:56,033 DEBUG   SenderThread:13191 [sender.py:send():334] send: header
2024-02-21 00:08:56,034 DEBUG   SenderThread:13191 [sender.py:send():334] send: run
2024-02-21 00:08:56,414 INFO    SenderThread:13191 [dir_watcher.py:__init__():216] watching files in: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240221_000856-u7rbt6aj/files
2024-02-21 00:08:56,414 INFO    SenderThread:13191 [sender.py:_start_run_threads():1065] run started: u7rbt6aj with start time 1708499336.029222
2024-02-21 00:08:56,414 DEBUG   SenderThread:13191 [sender.py:send_request():361] send_request: summary_record
2024-02-21 00:08:56,414 INFO    SenderThread:13191 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-21 00:08:56,416 DEBUG   HandlerThread:13191 [handler.py:handle_request():144] handle_request: check_version
2024-02-21 00:08:56,417 DEBUG   SenderThread:13191 [sender.py:send_request():361] send_request: check_version
2024-02-21 00:08:56,551 DEBUG   HandlerThread:13191 [handler.py:handle_request():144] handle_request: run_start
2024-02-21 00:08:56,581 DEBUG   HandlerThread:13191 [system_info.py:__init__():31] System info init
2024-02-21 00:08:56,581 DEBUG   HandlerThread:13191 [system_info.py:__init__():46] System info init done
2024-02-21 00:08:56,582 INFO    HandlerThread:13191 [system_monitor.py:start():151] Starting system monitor
2024-02-21 00:08:56,582 INFO    SystemMonitor:13191 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-02-21 00:08:56,582 INFO    HandlerThread:13191 [system_monitor.py:probe():172] Collecting system info
2024-02-21 00:08:56,583 INFO    SystemMonitor:13191 [interfaces.py:start():168] Started cpu
2024-02-21 00:08:56,583 INFO    SystemMonitor:13191 [interfaces.py:start():168] Started disk
2024-02-21 00:08:56,584 INFO    SystemMonitor:13191 [interfaces.py:start():168] Started gpu
2024-02-21 00:08:56,584 INFO    SystemMonitor:13191 [interfaces.py:start():168] Started memory
2024-02-21 00:08:56,585 INFO    SystemMonitor:13191 [interfaces.py:start():168] Started network
2024-02-21 00:08:56,596 DEBUG   HandlerThread:13191 [system_info.py:probe():195] Probing system
2024-02-21 00:08:56,614 DEBUG   HandlerThread:13191 [system_info.py:_probe_git():180] Probing git
2024-02-21 00:08:56,619 DEBUG   HandlerThread:13191 [system_info.py:_probe_git():188] Probing git done
2024-02-21 00:08:56,620 DEBUG   HandlerThread:13191 [system_info.py:probe():241] Probing system done
2024-02-21 00:08:56,620 DEBUG   HandlerThread:13191 [system_monitor.py:probe():181] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-02-21T07:08:56.596745', 'startedAt': '2024-02-21T07:08:56.025350', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/lukeduanewilson/Project-Build-an-ML-Pipeline-Starter.git', 'commit': 'e9f52a16de1b75470c4f04b51fcd47fdfca9badc'}, 'email': 'lukeduanewilson@gmail.com', 'root': '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-UQ0NIUF', 'username': 'lwilson', 'executable': '/home/lwilson/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3503.995000000001, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 19.057044982910156}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 15.570621490478516}}
2024-02-21 00:08:56,620 INFO    HandlerThread:13191 [system_monitor.py:probe():182] Finished collecting system info
2024-02-21 00:08:56,620 INFO    HandlerThread:13191 [system_monitor.py:probe():185] Publishing system info
2024-02-21 00:08:56,620 DEBUG   HandlerThread:13191 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-02-21 00:08:56,620 DEBUG   HandlerThread:13191 [system_info.py:_save_pip():67] Saving pip packages done
2024-02-21 00:08:56,620 DEBUG   HandlerThread:13191 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-02-21 00:08:57,129 DEBUG   HandlerThread:13191 [system_info.py:_save_conda():86] Saving conda packages done
2024-02-21 00:08:57,130 INFO    HandlerThread:13191 [system_monitor.py:probe():187] Finished publishing system info
2024-02-21 00:08:57,131 DEBUG   SenderThread:13191 [sender.py:send():334] send: files
2024-02-21 00:08:57,131 INFO    SenderThread:13191 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-02-21 00:08:57,135 DEBUG   SenderThread:13191 [sender.py:send():334] send: telemetry
