2024-02-20 21:21:41,962 INFO    StreamThr :7160 [internal.py:wandb_internal():87] W&B internal server running at pid: 7160, started at: 2024-02-20 21:21:41.961776
2024-02-20 21:21:41,964 DEBUG   HandlerThread:7160 [handler.py:handle_request():144] handle_request: status
2024-02-20 21:21:41,965 INFO    WriterThread:7160 [datastore.py:open_for_write():85] open: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/run-ue07rltv.wandb
2024-02-20 21:21:41,965 DEBUG   SenderThread:7160 [sender.py:send():334] send: header
2024-02-20 21:21:41,969 DEBUG   SenderThread:7160 [sender.py:send():334] send: run
2024-02-20 21:21:42,356 INFO    SenderThread:7160 [dir_watcher.py:__init__():216] watching files in: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/files
2024-02-20 21:21:42,356 INFO    SenderThread:7160 [sender.py:_start_run_threads():1065] run started: ue07rltv with start time 1708489301.961196
2024-02-20 21:21:42,356 DEBUG   SenderThread:7160 [sender.py:send_request():361] send_request: summary_record
2024-02-20 21:21:42,356 INFO    SenderThread:7160 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-20 21:21:42,356 DEBUG   HandlerThread:7160 [handler.py:handle_request():144] handle_request: check_version
2024-02-20 21:21:42,356 DEBUG   SenderThread:7160 [sender.py:send_request():361] send_request: check_version
2024-02-20 21:21:42,525 DEBUG   HandlerThread:7160 [handler.py:handle_request():144] handle_request: run_start
2024-02-20 21:21:42,555 DEBUG   HandlerThread:7160 [system_info.py:__init__():31] System info init
2024-02-20 21:21:42,556 DEBUG   HandlerThread:7160 [system_info.py:__init__():46] System info init done
2024-02-20 21:21:42,556 INFO    HandlerThread:7160 [system_monitor.py:start():151] Starting system monitor
2024-02-20 21:21:42,556 INFO    SystemMonitor:7160 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-02-20 21:21:42,556 INFO    HandlerThread:7160 [system_monitor.py:probe():172] Collecting system info
2024-02-20 21:21:42,557 INFO    SystemMonitor:7160 [interfaces.py:start():168] Started cpu
2024-02-20 21:21:42,557 INFO    SystemMonitor:7160 [interfaces.py:start():168] Started disk
2024-02-20 21:21:42,558 INFO    SystemMonitor:7160 [interfaces.py:start():168] Started gpu
2024-02-20 21:21:42,558 INFO    SystemMonitor:7160 [interfaces.py:start():168] Started memory
2024-02-20 21:21:42,559 INFO    SystemMonitor:7160 [interfaces.py:start():168] Started network
2024-02-20 21:21:42,569 DEBUG   HandlerThread:7160 [system_info.py:probe():195] Probing system
2024-02-20 21:21:42,587 DEBUG   HandlerThread:7160 [system_info.py:_probe_git():180] Probing git
2024-02-20 21:21:42,593 DEBUG   HandlerThread:7160 [system_info.py:_probe_git():188] Probing git done
2024-02-20 21:21:42,593 DEBUG   HandlerThread:7160 [system_info.py:probe():241] Probing system done
2024-02-20 21:21:42,593 DEBUG   HandlerThread:7160 [system_monitor.py:probe():181] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-02-21T04:21:42.569702', 'startedAt': '2024-02-21T04:21:41.957137', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/multirun/2024-02-20/21-21-39/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/lukeduanewilson/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': None, 'root': '/home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-UQ0NIUF', 'username': 'lwilson', 'executable': '/home/lwilson/miniconda3/envs/mlflow-d6c04384fb9356865b6d231fc3cbd1b1b9b4863e/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3503.995000000001, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}, {'current': 3503.995, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 17.651084899902344}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 15.570621490478516}}
2024-02-20 21:21:42,593 INFO    HandlerThread:7160 [system_monitor.py:probe():182] Finished collecting system info
2024-02-20 21:21:42,593 INFO    HandlerThread:7160 [system_monitor.py:probe():185] Publishing system info
2024-02-20 21:21:42,593 DEBUG   HandlerThread:7160 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-02-20 21:21:42,593 DEBUG   HandlerThread:7160 [system_info.py:_save_pip():67] Saving pip packages done
2024-02-20 21:21:42,593 DEBUG   HandlerThread:7160 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-02-20 21:21:43,357 INFO    Thread-13 :7160 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/files/requirements.txt
2024-02-20 21:21:43,357 INFO    Thread-13 :7160 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/files/conda-environment.yaml
2024-02-20 21:21:43,357 INFO    Thread-13 :7160 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/files/wandb-summary.json
2024-02-20 21:21:43,727 DEBUG   HandlerThread:7160 [system_info.py:_save_conda():86] Saving conda packages done
2024-02-20 21:21:43,727 INFO    HandlerThread:7160 [system_monitor.py:probe():187] Finished publishing system info
2024-02-20 21:21:43,728 DEBUG   SenderThread:7160 [sender.py:send():334] send: files
2024-02-20 21:21:43,729 INFO    SenderThread:7160 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-02-20 21:21:43,732 DEBUG   HandlerThread:7160 [handler.py:handle_request():144] handle_request: stop_status
2024-02-20 21:21:43,732 DEBUG   SenderThread:7160 [sender.py:send_request():361] send_request: stop_status
2024-02-20 21:21:43,852 DEBUG   SenderThread:7160 [sender.py:send():334] send: telemetry
2024-02-20 21:21:43,852 DEBUG   SenderThread:7160 [sender.py:send():334] send: config
2024-02-20 21:21:43,852 DEBUG   SenderThread:7160 [sender.py:send():334] send: config
2024-02-20 21:21:44,119 DEBUG   SenderThread:7160 [sender.py:send():334] send: use_artifact
2024-02-20 21:21:44,188 INFO    Thread-16 :7160 [upload_job.py:push():143] Uploaded file /tmp/tmpryu0bty5wandb/9t1ym10b-wandb-metadata.json
2024-02-20 21:21:44,356 INFO    Thread-13 :7160 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/files/conda-environment.yaml
2024-02-20 21:21:44,356 INFO    Thread-13 :7160 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lwilson/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240220_212141-ue07rltv/files/wandb-metadata.json
2024-02-20 21:21:44,482 DEBUG   SenderThread:7160 [sender.py:send():334] send: exit
